question	answer
 O contribuinte pode antecipar o pagamento ou ampliar o núme ro de quotas do imposto inicialmente  previsto ? 	 Sim, é facultado ao contribuinte:   a) antecipar, total ou parcialmente, o pagamento do imposto ou das quotas, não sendo necessário, nesse  caso, apresentar declaração retificadora com a nova opção de pagamento; ou  b) ampliar para até quatro o número de quotas do imposto anteriormente  previsto, observado o limite de  valor mínimo de R$ 50,00 (cinquenta reais) , mediante apresentação de DITR retificadora .  (IN RFB n º 2.095, de 2022 , art. 12, § 1º) 
 Quais os acréscimos legais incidentes sobre o ITR pago fora do prazo?  	 A falta ou insuficiência de pagamento do imposto, no prazo fixado, sujeita o contribuinte ao pagamento do  valor que de ixou de ser pago, acrescido de:      I - multa de mora calculada à taxa de trinta e três centésimos por cento, por dia de atraso, não podendo  ultrapassar a vinte por cento, calculada a partir do primeiro dia útil subsequente ao do vencimento do prazo  previsto p ara pagamento do imposto até o dia em que ocorrer o seu pagamento; e   II - juros de mora equivalentes à taxa referencial Selic para títulos federais, acumulada mensalmente,  calculados a partir do primeiro dia do mês subsequente ao do vencimento do prazo para pagamento até o  mês anterior ao do pagamento, e de um por cento no mês  do efetivo pagamento.   (Lei n º 9.393, de 1996, art. 13; RITR/2002, art. 60; IN SRF n º 256, de 2002, art. 52)   AMAZÔNIA OCIDENTAL  
 Quais os municípios que formam a Amazônia Ocidental?  	 Os municípi os que formam a Amazônia Ocidental são aqueles localizados nos Estados do Acre,  Amazonas, Rondônia e Roraima.  
 Quais os municípios que formam o Pantanal mat o-grossense e sul -mato -grossense?  	 Pertencem ao Pantanal mato -grossense e sul -mato -grossense:   I - No estado do Mato Grosso, os seguintes municípios : Barão de Melgaço, Cáceres, Curvelândia, Itiquira,  Nossa Senhora do Livramento, Poconé e Santo Antônio do Leverger;   II - No estado do Mato Grosso do Sul, os seguintes municípios : Anastácio, Aquidauana, Bela Vista,  Bodoquena, Bonito, Caracol, Corguinho, Corumbá, Coxim, Ladário, Miranda, Porto Murtinho, Rio Negro,  Rio Verde de Mato Grosso e Sonora.  
 Quais os municípios que formam a Amazônia Oriental?  	 Os municípios que formam a Amazônia Oriental são:   I - os municípios localizados nos estados do Amapá, Maranhão, Pará e Tocantins; e   II - os mun icípios localizados no estado do Mato Grosso, exceto os integrantes do Pantanal mato - grossense.  
 Quais os municípios que formam o Polígono das Secas?  	 Os municípios que formam o Polígono das Secas são aqueles relacionados no Ajuda do Programa Gerador  da Declaração do ITR, situados nos estados de Alagoas, Bahia, Ceará, Minas Gerais, Paraíba,  Pernambuco, Piauí, Rio Grande do Norte e Sergipe.  
O que é a Dirf?	 A Declaração do Imposto sobre a Renda Retido na Fonte – Dirf é a declaração feita pela FONTE PAGADORA, com o objetivo de informar à Secretaria Especial da Receita Federal do Brasil, entre outras informações estabelecidas por ato normativo: - Os rendimentos pagos a pessoas físicas e jurídicas domiciliadas no País, inclusive os isentos e não tributáveis nas condições em que a legislação específica; - O valor do imposto sobre a renda e/ou contribuições retidos na fonte, dos rendimentos pagos ou creditados para seus beneficiários; - O pagamento,  crédito,  entrega,  emprego ou remessa a  residentes ou  domiciliados  no exterior, ainda que não tenha havido a retenção do imposto, inclusive nos casos de isenção ou alíquota zero;  -  Os  pagamentos  a  planos  de  assistência  à  saúde  –  coletivo  empresarial,  no  caso  de beneficiário pessoa física; - Os valores relativos a deduções, no caso de trabalho assalariado.  Veja também:     • Instrução Normativa RFB nº 19  90  , de   18   de novembro de 20  20  , arts. 10, 12 e 13.     
Onde obter mais informações sobre a Dirf 2023?	 As Informações necessárias para o preenchimento da Declaração do Imposto sobre a Renda Retido na Fonte – Dirf 2023 podem ser encontradas em:   -  Manual do Imposto sobre a Renda Retido na Fonte – Mafon 2022 , disponível no sítio da Secretaria Especial da Receita Federal do Brasil na Internet; - Instrução Normativa RFB nº 1990, de 18 de novembro de 2020 , que dispõe sobre a Declaração do Imposto sobre a Renda Retido na Fonte (Dirf), disponível no sítio da Secretaria Especial da Receita Federal do Brasil na Internet; -  Ato Declaratório Executivo COFIS nº 113, de 21 de novembro de 2022 ,  que dispõe sobre o leiaute do Programa Gerador da Declaração do Imposto sobre a Renda Retido na Fonte relativo aos anos calendário de 2022, situação normal, e 2023, nos casos de situação especial  (PGD Dirf 2023), disponível no sítio da Secretaria Especial da Receita Federal do Brasil na Internet; -  Canal  Fale  Conosco  (Suporte  Técnico  ao  PGD  da  Dirf) ,  disponível  no  sítio  da  Secretaria Especial da Receita Federal do Brasil na  Internet, destinado a solucionar problemas de  ordem técnica relacionados à instalação do programa, leiaute, importação, transmissão e preenchimento; -  Portal de Atendimento Virtual (e-CAC) , disponível  no sítio da Secretaria Especial da Receita Federal do Brasil na Internet;  - Ajuda do PGD Dirf 2023 , disponível no menu do PGD Dirf 2023. Veja também: • Manual do Imposto sobre a Renda Retido na Fonte – Mafon • Instrução Normativa RFB nº 19  90  , de   18   de novembro de 20  20   • Ato Declaratório Executivo Cofis nº   113  , de     21     de     novembro   de 20  2  2   • Suporte Dirf
Quais são os destaques da Dirf 2023?	 Juros de mora recebidos, devidos pelo atraso no pagamento de remuneração por exercício de emprego, cargo ou função: Em julgamento de Recurso Extraordinário de nº 855091/RS, com repercussão geral, o Supremo Tribunal  Federal  (STF)  decidiu  que  os  juros  de  mora  incidentes  sobre  verbas  salariais  e previdenciárias pagas em atraso possuem caráter indenizatório e não representam efetivo acréscimo patrimonial, não compondo a base de cálculo do imposto de renda. O somatório anual dos valores pagos a título de juros de mora devidos pelo atraso no pagamento de remuneração  por  exercício  de  emprego,  cargo  ou  função  deve  ser  informado  em  campo correspondente da ficha relativa a Rendimentos isentos e não tributáveis, a ser disponibilizado para os códigos de receita aplicáveis. Resgate de previdência complementar por portador de moléstia grave: Em razão do disposto nos arts. 19, inciso V, e 19-A, inciso III, da Lei nº 10.522, de 2002, e no Parecer SEI nº 110/2018/CRJ/PGACET/PGFN-MF, aprovado pelo Despacho nº 348/2020/PGFN-ME, a isenção do imposto sobre a renda, prevista no art. 6º, inciso XIV, da Lei nº 7.713, de 1988, e no art. 35, § 4º, inciso III, do Decreto nº 9.580, de 22 de novembro de 2018 (RIR/2018), instituída em benefício do portador de moléstia grave estende-se ao resgate das contribuições vertidas a plano de previdência complementar.   Os rendimentos isentos pagos a título de resgate de previdência complementar a portadores de moléstia grave comprovada por laudo médico devem ser informados na ficha relativa a Rendimentos isentos, a ser disponibilizada para os códigos de receita aplicáveis. Veja também: • Manual do Imposto sobre a Renda Retido na Fonte – Mafon • Instrução Normativa RFB nº 19  90  , de   18   de novembro de 20  20   • Suporte Dirf
Qual é o prazo de entrega da Dirf 2023, ano-calendário 2022?	 A Dirf 2023, relativa ao ano-calendário de 2022, deverá ser entregue até as 23h59min59s (vinte e três horas, cinquenta e nove minutos e cinquenta e nove segundos), horário de Brasília, do dia 28 de fevereiro de 2023. •Instrução Normativa RFB nº 19  90  , de   18   de novembro de 20  20,   art.  7  º  ,   caput  
Qual é o prazo de entrega das declarações de Situação Especial de Pessoa Jurídica?	 Declarante Pessoa Jurídica Nos casos de extinção decorrente de liquidação, incorporação, fusão ou cisão total, ocorrida no ano- calendário  de  2023,  a  pessoa  jurídica  extinta  deverá  apresentar  a  Dirf  2023  relativa  ao  ano- calendário de 2023 até o último dia útil do mês subsequente ao da ocorrência do evento, exceto se o evento ocorrer no mês de janeiro de 2023, caso no qual a Dirf 2023 poderá ser apresentada até o último dia útil do mês de março de 2023. •Instrução Normativa RFB nº 19  90  , de   18   de novembro de 20  20,   art.  7  º  ,   §1º  
Qual é o prazo de entrega das declarações de Situação Especial de Pessoa Física?	 Declarante Pessoa Física •Nos casos de saída definitiva do Brasil  ocorrida no ano-calendário de 2023 , a Dirf 2023 da fonte pagadora pessoa física relativa a esse ano-calendário deverá ser apresentada: a) até a data da saída em caráter permanente; ou b) no caso de saída em caráter temporário do País, no prazo de até 30 (trinta) dias, contado a partir da data em que o declarante pessoa física completar 12 (doze) meses consecutivos de ausência, hipótese em que a saída será considerada definitiva. •Nos casos de encerramento de espólio ocorrido no ano-calendário de 2023, no mesmo prazo previsto para apresentação da Dirf 2023 de Situação Especial do declarante Pessoa Jurídica.  •Instrução Normativa RFB nº 19  90  , de   18   de novembro de 20  20,   art.  7  º  , §  2  º  
Quem está obrigado a entregar a Dirf 2023?	 Estarão obrigadas a apresentar a Dirf 2023 as pessoas jurídicas e físicas elencadas nos arts. 2º e 3º da Instrução Normativa RFB nº 1990, de 18 de novembro de 2020. •Instrução Normativa RFB nº 19  90  , de   18   de novembro de 20  20,   art  s. 2º e 3º  
Os Condomínios Edilícios e as Pessoas Físicas estão obrigados à entrega da declaração com o uso do certificado digital?	 Não. A assinatura digita l efetivada mediante a utilização de certificado digital válido é obrigatória para a transmissão da  Dirf 2023  por todas as pessoas jurídicas,  exceto as optantes pelo Regime Especial Unificado de Arrecadação de Tributos e Contribuições devidos pelas Microempresas e Empresas de Pequeno Porte – Simples Nacional. •Instrução Normativa RFB nº 19  90  , de   18   de novembro de 20  20,   art  .  5º, §2º  
Os titulares de serviços notariais e de registros estão obrigados à entrega da declaração com o uso do certificado digital?	 a) Não, no caso dos Cartórios cujos titulares são as pessoas físicas a que se refere o art. 3º da Lei nº 8.935, de 18 de novembro de 1994, as quais deverão apresentar a Dirf mediante os respectivos números de inscrição no Cadastro de Pessoas Físicas (CPF); b) Sim, no caso de serviços mantidos diretamente pelo Estado, c uja Dirf deve ser apresentada mediante o seu número de inscrição no Cadastro Nacional da Pessoa Jurídica (CNPJ).  •Instrução Normativa RFB nº 19  90  , de   18   de novembro de 20  20,   art  .  2º, §3º   Veja também: • Lei nº 8.935, de 18 de novembro de 1994 .
As pessoas físicas e jurídicas domiciliadas no País que efetuarem pagamento, crédito, entrega, emprego ou remessa a residentes ou domiciliados no exterior estão obrigadas a entregar a Dirf?	 Sim.  Estão  obrigadas  a  entregar  Dirf  as  pessoas  físicas  e  jurídicas  domiciliadas  no  País  que efetuarem pagamento, crédito, entrega, emprego ou remessa a pessoa física ou jurídica residente ou domiciliada no exterior, ainda que não tenha havido a retenção do imposto, inclusive nos casos de isenção ou alíquota zero, de valores  referentes a: - Aplicações em fundos de investimento de conversão de débitos externos; - Royalties, serviços técnicos e de assistência técnica; - Juros e comissões em geral; - Juros sobre o capital próprio; - Aluguel e arrendamento; - Aplicações financeiras em fundos ou em entidades de investimento coletivo; - Carteiras de valores mobiliários e mercados de renda fixa ou renda variável; - Fretes internacionais; - Previdência complementar; - Remuneração de direitos; - Obras audiovisuais, cinematográficas e videofônicas; - Lucros e dividendos distribuídos; - Cobertura de gastos pessoais, no exterior, de pessoas físicas residentes no País, em viagens de turismo, negócios, serviço, treinamento ou missões oficiais; - Rendimentos de que trata o art. 1º do Decreto nº 6.761, de 5 de fevereiro de 2009, que tiveram a alíquota do imposto sobre a renda reduzida a zero, relativos a: a) despesas com pesquisas de mercado, bem como com aluguéis e arrendamentos de estandes e locais para exposições, feiras e conclaves semelhantes, no exterior, inclusive promoção e propaganda no âmbito desses eventos, para produtos e serviços brasileiros e para promoção de destinos turísticos brasileiros, conforme o disposto no inciso III do art. 1º da Lei nº 9.481, de 13 de agosto de 1997, e no art. 9º da Lei nº 11.774, de 17 de setembro de 2008; b) contratação de serviços destinados à promoção do Brasil no exterior, por órgãos do Poder Executivo Federal, conforme o disposto no inciso III do art. 1º da Lei nº 9.481, de 1997, e no art. 9º da Lei nº 11.774, de 2008; c) comissões pagas por exportadores a seus agentes no exterior, nos termos do inciso II do art. 1º da Lei nº 9.481, de 1997; d) despesas de armazenagem, movimentação e transporte de carga e de emissão de documentos realizadas no exterior, nos termos do inciso XII do art. 1º da Lei nº 9.481, de 1997, e do art. 9º da Lei nº 11.774, de 2008; e) operações de cobertura de riscos de variações, no mercado internacional, de taxas de juros, de paridade entre moedas e de preços de mercadorias ( hedge), conforme o disposto no inciso IV do art. 1º da Lei nº 9.481, de 1997; f)  juros  de  desconto,  no  exterior,  de  cambiais  de  exportação  e  as  comissões  de banqueiros inerentes a essas cambiais, nos termos do inciso X do art. 1º da Lei nº 9.481, de 1997; g)  juros  e  comissões  relativos  a  créditos  obtidos  no  exterior  e  destinados  ao financiamento de exportações, conforme o disposto no inciso XI do art. 1º da Lei nº 9.481, de 1997; h)  outros  rendimentos  pagos,  creditados,  entregues,  empregados  ou  remetidos  a residentes ou domiciliados no exterior, com alíquota do imposto sobre a renda reduzida a zero; e - Demais rendimentos considerados como rendas e proventos de qualquer natureza, na forma da legislação específica. •Instrução Normativa RFB nº 19  90  , de   18   de novembro de 20  20  , art. 2º, II, “c”     Veja também: • Decreto nº 6.761, de 5 de fevereiro de 2009 • Lei nº 9.481, de 13 de agosto de 1997 • Lei nº 11.774, de 17 de setembro de 2008
Quais rendimentos pagos ou creditados pelas pessoas físicas e jurídicas a beneficiários domiciliados no País e no Exterior devem constar na Dirf?	 As pessoas obrigadas a apresentar a Dirf deverão informar, além dos beneficiários cujos rendimentos tenham sofrido retenção de IRRF, CSLL, PIS ou Cofins, todos os beneficiários de rendimentos, ainda que não tenham sofrido retenção na fonte do imposto sobre a renda: - do trabalho assalariado, quando o valor pago durante o ano-calendário for igual ou superior a R$ 28.559,70 (vinte e oito mil, quinhentos e cinquenta e nove reais e setenta centavos) , inclusive o décimo terceiro salário; - do trabalho sem vínculo empregatício, de aluguéis e de  royalties,  quando o valor pago durante o ano-calendário for superior a  R$ 6.000,00 (seis mil reais), ainda que não tenham sido objeto de retenção na fonte do imposto sobre a renda; - de previdência complementar e de planos de seguros de vida com cláusula de cobertura por sobrevivência – Vida Gerador de Benefício Livre (VGBL), pagos durante o ano-calendário, ainda que não tenham sido objeto de retenção na fonte do imposto sobre a renda; - auferidos por residentes ou domiciliados no exterior, inclusive nos casos de isenção e de alíquota zero, de que trata a  alínea “c” do inciso II do art. 2º da Instrução Normativa RFB nº 1.990, de 18 de novembro de 2020 , cujo valor total anual tenha sido igual ou superior a R$ 28.559,70 (vinte e oito mil, quinhentos e cinquenta e nove reais e setenta centavos); - remetidos por pessoas físicas e jurídicas residentes e domiciliadas no País para cobertura de gastos pessoais, no exterior, de pessoas físicas residentes no País, em viagens de turismo, negócios, serviço, treinamento ou missões oficiais, bem como do respectivo IRRF, cujo valor total anual tenha sido igual ou superior a R$ 28.559,70 (vinte e oito mil, quinhentos e cinquenta e nove reais e setenta centavos ); - exclusivamente de pensão, igual ou superior a R$ 28.559,70 (vinte e oito mil, quinhentos e cinquenta e nove reais e setenta centavos) , pagos com isenção do Imposto sobre a Renda  Retido na Fonte (IRRF), quando o beneficiário for portador de fibrose cística (mucoviscidose), tuberculose ativa, alienação mental, esclerose múltipla, neoplasia maligna, cegueira, hanseníase, paralisia irreversível e incapacitante, cardiopatia grave, doença de  Parkinson, espondiloartrose anquilosante, nefropatia grave,  hepatopatia  grave,  estados  avançados  da  doença  de  Paget (osteíte  deformante), contaminação por  radiação ou síndrome da imunodeficiência adquirida,  exceto a decorrente de moléstia profissional, regularmente comprovada por laudo pericial emitido por serviço médico oficial da União, estados, Distrito Federal ou municípios; - exclusivamente de aposentadoria ou reforma, igual ou superior a R$ 28.559,70 (vinte e oito mil, quinhentos e cinquenta e nove reais e setenta centavos) , pagos com isenção do IRRF, desde que  motivada  por  acidente  em  serviço,  ou  que  o  beneficiário  seja  portador  de  fibrose  cística (mucoviscidose),  tuberculose  ativa,  alienação  mental,  esclerose  múltipla,  neoplasia  maligna, cegueira, hanseníase, paralisia irreversível e incapacitante, cardiopatia grave, doença de Parkinson, espondiloartrose anquilosante, nefropatia grave, hepatopatia grave, estados avançados da doença de  Paget (osteíte  deformante),  contaminação  por  radiação  ou  síndrome  da  imunodeficiência adquirida, regularmente comprovada por laudo pericial emitido por serviço médico oficial da União, Estados, Distrito Federal ou municípios;         -de dividendos e lucros pagos a partir  de 1996, e valores pagos a titular ou sócio de microempresa ou empresa de pequeno porte, exceto pró-labore e aluguéis, quando o valor total anual pago for igual ou superior a R$ 28.559,70 (vinte e oito mil, quinhentos e cinquenta e nove reais e setenta centavos) ;        - de dividendos e lucros pagos ao sócio, ostensivo ou participante, pessoa física ou jurídica, de Sociedade em Conta de Participação, independentemente do valor total anual pago;          - de honorários advocatícios de sucumbência pagos ou creditados aos ocupantes dos cargos de que trata o caput do art. 27 da Lei nº 13.327, de 29 de julho de 2016, das causas em que forem parte a União, as autarquias ou as fundações públicas federais;         - referentes à parcela isenta de aposentadoria para maiores de 65 (sessenta e cinco anos), inclusive o décimo terceiro salário da parcela isenta;              - referentes à diária e ajuda de custo;              - referentes ao abono pecuniário;              - referentes às indenizações por Rescisão de Contratos de Trabalho, inclusive a título de Plano de Demissão Voluntária (PDV), quando o valor total anual pago for igual ou superior a  R$ 28.559,70 (vinte e oito mil, quinhentos e cinquenta e nove reais e setenta centavos) ;             - referentes às bolsas de estudo pagos ou creditados aos médicos-residentes, nos termos da Lei nº 6.932, de 7 de julho de 1981; -  pagos às entidades imunes ou isentas pelo fornecimento de bens e serviços, na forma prevista nos incisos III e IV do art. 4º e no § 3º do art. 37 da Instrução Normativa RFB nº 1234, de 2012; -pagos em cumprimento de decisões judiciais, ainda que dispensada a retenção do imposto sobre os rendimentos pagos em cumprimento de decisão da Justiça Federal nas hipóteses previstas pelo §1º do art. 27 da Lei nº 10833, de 2003. •Instrução Normativa RFB nº 19  90  , de   18   de novembro de 20  20  , art.  10   Veja também: • Decreto nº 6.761, de 5 de fevereiro de 2009 • Lei nº 9.481, de 13 de agosto de 1997 • Lei nº 11.774, de 17 de setembro de 2008 • Lei nº 6.932, de 7 de julho de 1981
Como informar os proventos de aposentadoria, reserva, reforma ou pensão pagos por previdência pública?	 O pagamento de pr oventos de aposentadoria, reserva ou reforma e de pensão civil ou militar pago por previdência da União, estados,  DF ou municípios (regime geral  ou do servidor público) deverá ser informado no código 3533 . O imposto será calculado mediante a utilização da tabela progressiva mensal. Para efeito de determinação da base de cálculo sujeita à incidência do imposto na fonte, poderão ser deduzidas do rendimento bruto:            a) as importâncias pagas a título de pensão alimentícia em face das normas do direito de família, quando em cumprimento de decisão judicial ou acordo homologado judicialmente, inclusive a prestação de alimentos provisionais, ou por escritura pública;        b) a quantia de R$ 179,71 por dependente de janeiro a março de 2015 e de R$ 189,59 por dependente a partir de abril de 2015;          c) as contribuições para a Previdência Social da União, dos Estados, do Distrito Federal e dos Municípios;          d) as contribuições para as entidades de previdência complementar domiciliadas no Brasil e as contribuições para o Fapi, cujo ônus tenha sido do contribuinte, destinadas a custear benefícios complementares assemelhados aos  da Previdência  Social no caso de  trabalhador  com  vínculo empregatício ou de administrador que seja também contribuinte do regime geral de previdência social;          e) a quantia de R$ 1.787,77 de janeiro a março de 2015 e de R$ 1.903,98 a partir de abril de 2015, correspondente à parcela isenta dos rendimentos provenientes de aposentadoria e pensão, transferência para a reserva remunerada ou reforma pagos pela Previdência Social da União, dos Estados, do Distrito Federal e dos Municípios ou por qualquer pessoa jurídica de direito público interno,  ou  por  entidade  de  previdência  complementar,  a  partir  do  mês  em  que  o  contribuinte completar 65 anos de idade (consulte Esclarecimentos Adicionais). Para mais informações sobre o código 3533, consulte o Manual do Imposto sobre a Renda Retido na Fonte – Mafon 2022. Veja também: • Manual do Imposto sobre a Renda Retido na Fonte – Mafon   202  2   • Decreto nº 9580, de 22 de novembro de 2018, art 36, inciso XI • Lei nº 4.506, de 30 de novembro de 1964, art. 16 • Lei nº 7713, de 22 de dezembro de 1988, art. 3º, § 4º
O declarante que não efetuou qualquer pagamento de rendimento em relação ao qual tenha havido retenção na fonte do Imposto sobre a Renda  (IR), da Contribuição social sobre o Lucro Líquido (CSLL), da Contribuição para o Financiamento da Seguridade Social (Cofins) e da Contribuição para o PIS/Pasep está obrigado a apresentar a Dirf?	 Sim, nas hipóteses previstas no art. 2º, inciso II, e art. 3º, Parágrafo único, da Instrução Normativa RFB nº 1990, de 18 de novembro de 2020. •Instrução  Normativa RFB  nº  19  90  ,  de    18   de  novembro  de  20  20  ,  art  .2º,  II,  e    art.3º,   Parágrafo único
Qual código deve ser utilizado para rendimentos isentos pagos ou creditados no Brasil, decorrentes de lucros e dividendos a partir de 1996 e valores pagos a titular ou sócio de microempresa ou empresa de pequeno porte, exceto pró-labore e aluguéis?	 Tendo em vista tratar-se de rendimentos isentos, que não são relacionados a código de receita, deverá ser utilizado o campo correspondente dentro da subficha ‘Rendimentos Isentos’, habilitada para o Código 0561 correspondente ao beneficiário do rendimento. 
Qual código deve ser utilizado para rendimentos isentos, pagos ou creditados no exterior, decorrentes de lucros e dividendos pagos a partir de 1996?	 Tendo em vista tratar-se de rendimentos isentos, que não são relacionados a código de receita, deverá ser utilizado o  Código 0473, com o preenchimento correspondente à natureza do valor informado nos campos  Tipo de Rendimento  e  Forma de Tributação da ficha ‘Rendimentos pagos a residentes ou domiciliados no exterior’.
Como deve ser informado em Dirf o beneficiário que recebeu, no mesmo ano-calendário a que se refere  os  rendimentos tributáveis,  rendimentos de pensão,  aposentadoria ou reforma, isentos por moléstia grave e rendimentos que sofreram retenção?	 Se no mesmo ano-calendário foram pagos ao portador de moléstia grave, além dos rendimentos isentos, rendimentos que tenham sofrido retenção do IRRF, seja em decorrência da data do laudo que comprova a moléstia, seja em função da natureza do rendimento pago, o beneficiário deve ser informado  em  Dirf,  com  todos  os  rendimentos  pagos  ou  creditados  pela  fonte  pagadora, independentemente do valor mínimo anual.
Como proceder no caso de pagamento de valores em cumprimento de decisão judicial se o  beneficiário  declarar  à  instituição  financeira  responsável  pelo  pagamento  que  os rendimentos recebidos são isentos em virtude de pensão, aposentadoria, ou reforma por doença grave ou acidente em serviço?	 Nesse caso fica dispensada a retenção do IRRF à alíquota de 3%, cabendo, entretanto, indicar a retenção  do  PSS  à  alíquota  de  11%,  devendo  ser  informado,  na  respectiva  ficha,  os  valores referentes ao rendimento isento por moléstia grave e da retenção do PSS.
Como informar os valores das contribuições que devem ser abatidos da complementação de aposentadoria recebida de previdência complementar (IN RFB 1.343/2013)?	 Conforme a Instrução Normativa RFB 1.343, de 5 de abril de 2013 , para os beneficiários que se aposentarem a partir de 1º de janeiro de 2013, a entidade de previdência complementar (fonte pagadora) fica desobrigada da retenção do imposto na fonte relativamente à complementação de aposentadoria recebida de entidade de previdência complementar, inclusive a relativa ao abono anual  pago  a  título  de  décimo  terceiro  salário,  no  limite  que  corresponda  aos  valores  das contribuições efetuadas exclusivamente pelo beneficiário no período de 1º de janeiro de 1989 a 31 de dezembro de 1995. Os valores das contribuições devem ser abatidos da complementação de aposentadoria recebida de previdência complementar, mês a mês, até se exaurirem. A fonte pagadora deverá fornecer ao beneficiário comprovante de rendimentos, com a informação dos valores abatidos, no quadro correspondente aos rendimentos isentos e não tributáveis. Assim, para os Códigos de Receita 3223, 3540, 3556, 3579 e 5565, fica desobrigada a retenção do imposto na fonte sobre os valores pagos ou creditados por entidade de previdência complementar a título de complementação de aposentadoria, resgate e rateio de patrimônio em caso de extinção da entidade de previdência complementar, no limite que corresponda aos valores das contribuições efetuadas exclusivamente pelo beneficiário no período de 1º de janeiro de 1989 a 31 de dezembro de 1995 , inclusive a relativa ao abono anual pago a título de décimo terceiro salário. Atenção! Os valores isentos, citados acima, deverão ser informados em Dirf por meio do registro específico de rendimento isento  “Contribuições 89/95 – IN RFB 1.343/13” , indicado no Leiaute como  RICAP (Rendimentos  Isentos  –  Complementação  de  aposentadoria  de  previdência  complementar correspondente às contribuições efetuadas no período de 1º de janeiro de 1989 a 31 de dezembro de 1995) Atenção! Para os Códigos de Receita 3223, 3540, 3556, 3579 e 5565, os valores pagos ou creditados por entidade de previdência complementar a título de complementação de aposentadoria, resgate e rateio de patrimônio em caso de extinção da entidade de previdência complementar, no limite que corresponda aos valores das contribuições efetuadas exclusivamente pelo beneficiário no período de 1º de janeiro de 1989 a 31 de dezembro de 1995, inclusive a relativa ao abono anual pago a título de décimo  terceiro  salário,  desobrigados  de  retenção  do  imposto  na  fonte  conforme  a  Instrução Normativa  RFB  1.343,  de  5  de  abril  de  2013 ,  deverão  ser  informados  no  registro  específico: “Contribuições 89/95 – IN RFB 1.343/13 ” No Comprovante de Rendimentos, Quadro 7 – Informações Complementares, o declarante deverá informar os valores abatidos conforme previsto no art. 2º da Instrução Normativa RFB nº 1.343, de 5 de abril de 2013, relativos a contribuições efetuadas a título de previdência complementar no período compreendido entre 1º de janeiro de 1989 a 31 de dezembro de 1995, o valor que deixou de ser retido, precedido da seguinte expressão: “O total informado na linha 09 do Quadro 4 já inclui o valor abatido de imposto sobre a renda relativo às contribuições efetuadas a título de previdência complementar no período compreendido entre 1º de janeiro de 1989 a 31 de dezembro de 1995, correspondente a R$”. Veja também: • Instrução Normativa RFB 1.343, de 5 de abril de 2013
Quais informações sobre os beneficiários residentes e domiciliados no exterior deve-se declarar na Dirf?	 As seguintes informações são obrigatórias e devem constar na Dirf: - Número de Identificação Fiscal – NIF; - Motivo do não preenchimento*: Beneficiário dispensado do NIF ou País não exige NIF; - Natureza da relação – fonte pagadora no País e Beneficiário no exterior, conforme Tabela do Anexo II da Instrução Normativa RFB nº 19  90  , de   18   de novembro de 20  20  ;   - Indicador de beneficiário se pessoa física ou jurídica; - CPF ou CNPJ, quando houver; - Nome/Nome empresarial da pessoa física/jurídica pessoa beneficiária do rendimento; - País de residência fiscal, conforme Tabela de Códigos dos Países constante do Anexo III da Instrução Normativa RFB nº 19  90  , de   18   de novembro de 20  20  ;   -  Endereço  (Logradouro,  Número,  Complemento,  Bairro,  Cidade,  Região  Administrativa, Estado, Província, etc.); - Relativamente aos rendimentos: a) código de receita; b) data (pagamento remessa, crédito, emprego ou entrega); c) rendimentos brutos pagos, remetidos, creditados, empregados ou entregues durante o ano-calendário, discriminados por data e por código de receita, observado o limite estabelecido na Instrução Normativa RFB nº 19  90  , de   18   de novembro de 20  20  , art  .  1  0  , §6º;   d) imposto retido (quando for o caso); e) natureza dos rendimentos prevista nos Acordos de Dupla Tributação (ADT), conforme Tabela do Anexo II, da    Instrução Normativa RFB nº 19  90  , de   18   de novembro de 20  20  ;   f) forma de tributação, conforme Tabela do Anexo II da  Instrução Normativa RFB nº 19  90  , de   18   de novembro de 20  20  .   Dispensa do Número de Identificação Fiscal – NIF:  O NIF será dispensado nocasos em que o país do beneficiário residente ou domiciliado no exterior não o exija ou nos casos em que, de acordo com  as  regras  do  órgão  de  administração  tributária  no  exterior,  o  beneficiário  do  rendimento, remessa, pagamento, crédito etc, esteja dispensado deste número. Veja também: •Decreto nº 6.761, de 5 de fevereiro de 2009   •Lei nº 9.481, de 13 de agosto de 1997   •Lei nº 11.774, de 17 de setembro de 2008  
O que é o Número de Identificação Fiscal – NIF?	 É o número fornecido pelo órgão de administração tributária no exterior indicador de pessoa física ou jurídica.
A apresentação do NIF é obrigatória para o ano-calendário 2022?	 O preenchimento do NIF é obrigatório a partir do ano-calendário 2011, salvo nas condições abaixo especificadas: - País do beneficiário residente ou domiciliado no exterior não exige NIF, ou seja, o País não possui Número de Identificação Fiscal; - Demais casos em que, de acordo com as regras do órgão de administração tributária no exterior, o beneficiário do rendimento, remessa, pagamento, crédito etc. está dispensado deste número; ou seja, embora o País possua o documento de identificação fiscal, o beneficiário não é obrigado a se cadastrar.
